"GEOID","RPL_theme1","RPL_theme2","RPL_theme3","RPL_theme4","RPL_themes","year","state"
"65605",0.8132,0.532,0.8299,0.8269,0.8909,2018,"MO"
"65606",0.8732,0.8299,0.3756,0.7974,0.8437,2018,"MO"
"65608",0.8122,0.763,0.646,0.8122,0.8712,2018,"MO"
"65609",0.8269,0.9951,0.2852,0.5152,0.7748,2018,"MO"
"65610",0.1809,0.4395,0.6509,0.5221,0.4061,2018,"MO"
"65611",0.527,0.7306,0.6313,0.8958,0.7788,2018,"MO"
"65612",0.3569,0.0806,0.3156,0.2439,0.1554,2018,"MO"
"65613",0.4444,0.6332,0.4494,0.9469,0.7001,2018,"MO"
"65614",0.6529,0.3382,0.1357,0.1003,0.2252,2018,"MO"
"65616",0.5467,0.7915,0.9066,0.9528,0.9076,2018,"MO"
"65617",0.2734,0.1829,0.1268,0.4739,0.2203,2018,"MO"
"65618",0.9843,0.881,0,0.2773,0.648,2018,"MO"
"65619",0.1573,0.409,0.8181,0.5084,0.4484,2018,"MO"
"65620",0.0305,0.0383,0,0.1455,0.0206,2018,"MO"
"65622",0.7896,0.8761,0.7237,0.9253,0.94,2018,"MO"
"65623",0.9095,0.057,1,0,0.3854,2018,"MO"
"65624",0.1082,0.2527,0.1544,0.0914,0.0501,2018,"MO"
"65625",0.9145,0.9331,0.9046,0.9882,0.9902,2018,"MO"
"65626",0.822,0.9528,0.1888,0.6136,0.7473,2018,"MO"
"65627",0.3668,0.4307,0,0.2547,0.2104,2018,"MO"
"65629",0.9449,0.826,0.1357,0.5546,0.7483,2018,"MO"
"65630",0.0177,0.1662,0.9036,0,0.056,2018,"MO"
"65631",0.4228,0.4189,0.5624,0.3589,0.3894,2018,"MO"
"65632",0.5182,0.7788,0.5025,0.6863,0.6559,2018,"MO"
"65633",0.8033,0.8466,0.3923,0.8496,0.8358,2018,"MO"
"65634",0.9272,0.8181,0.2773,0.5074,0.7296,2018,"MO"
"65635",0.5015,0.7758,0.7827,0.6195,0.7355,2018,"MO"
"65637",0.8053,0.292,0,0.1672,0.2734,2018,"MO"
"65638",0.6745,0.5349,0.4631,0.5103,0.5772,2018,"MO"
"65640",0.5585,0.2645,0.8909,0.4602,0.5969,2018,"MO"
"65641",0.1416,0.5801,0.3805,0.2006,0.179,2018,"MO"
"65644",0.4022,0.7965,0.3117,0.5408,0.4808,2018,"MO"
"65646",0.6647,0.4533,0.7512,0.4267,0.6185,2018,"MO"
"65647",0.6205,0.2734,0.7434,0.3894,0.5261,2018,"MO"
"65648",0.2104,0.1917,0.3382,0.3599,0.1849,2018,"MO"
"65649",0.6883,0.7729,0.5949,0.2616,0.5506,2018,"MO"
"65650",0.6667,0.9204,0.6618,0.5772,0.766,2018,"MO"
"65652",0.8043,0.2616,0.7561,0.9921,0.8997,2018,"MO"
"65653",0.7375,0.705,0.4631,1,0.8948,2018,"MO"
"65654",0.4789,0.7601,0.9469,0.3963,0.6647,2018,"MO"
"65655",0.9666,0.7689,0.351,0.9774,0.939,2018,"MO"
"65656",0.6804,0.6834,0.2616,0.5585,0.586,2018,"MO"
"65657",0.294,0.115,0,0.0511,0.0442,2018,"MO"
"65658",0.1957,0.528,0.3245,0.2429,0.2055,2018,"MO"
"65660",0.6608,0.1563,0,0.0914,0.1544,2018,"MO"
"65661",0.8741,0.8151,0.6883,0.9154,0.9459,2018,"MO"
"65662",0.8142,0.3874,0.3382,0.4071,0.5054,2018,"MO"
"65663",0.8289,0.7955,0.7797,0.4759,0.8014,2018,"MO"
"65664",0.9971,0.9597,0,0.5467,0.8397,2018,"MO"
"65667",0.8466,0.9115,0.6942,0.998,0.9735,2018,"MO"
"65668",0.7306,0.3215,0.4533,0.9164,0.7404,2018,"MO"
"65669",0.2557,0.12,0.4336,0.2311,0.1534,2018,"MO"
"65672",0.6509,0.1613,0.6912,0.9892,0.7856,2018,"MO"
"65674",0.944,0.9813,0.2734,0.9764,0.9587,2018,"MO"
"65676",0.6273,0.9459,0.2242,0.116,0.3864,2018,"MO"
"65679",0.3048,0.468,0.5526,0.6637,0.4936,2018,"MO"
"65680",0.7866,0.7473,0.4808,0.1937,0.4907,2018,"MO"
"65681",0.0433,0.1632,0.2901,0.3471,0.0924,2018,"MO"
"65682",0.7571,0.6037,0.7581,0.7581,0.8437,2018,"MO"
"65685",0.8623,0.9666,0.6273,0.5211,0.8535,2018,"MO"
"65686",0.2979,0.4474,0.3156,0.885,0.5192,2018,"MO"
"65689",0.8948,0.8623,0.4572,0.8486,0.8899,2018,"MO"
"65690",0.3628,0.3766,0.3038,0.058,0.1288,2018,"MO"
"65692",0.9046,0.766,0.3215,0.2291,0.5792,2018,"MO"
"65702",0.6991,0.7276,0,0.2163,0.3609,2018,"MO"
"65704",0.8378,0.8643,0.4425,0.7443,0.8299,2018,"MO"
"65705",0.6785,0.8692,0.7148,0.8732,0.8879,2018,"MO"
"65706",0.5939,0.7148,0.6853,0.8722,0.8201,2018,"MO"
"65707",0.6008,0.7266,0.7394,0.3766,0.6126,2018,"MO"
"65708",0.7227,0.4926,0.9754,0.764,0.8781,2018,"MO"
"65710",0.3776,0.352,0.6264,0.3972,0.3933,2018,"MO"
"65711",0.7493,0.8525,0.6863,0.883,0.9036,2018,"MO"
"65712",0.7089,0.9066,0.6706,0.9685,0.9312,2018,"MO"
"65713",0.6893,0.6608,0.2616,0.6037,0.6057,2018,"MO"
"65714",0.2458,0.6008,0.7021,0.6657,0.5801,2018,"MO"
"65715",0.823,0.4258,0,0,0.1819,2018,"MO"
"65717",0.8869,0.6018,0.6706,0.7178,0.8643,2018,"MO"
"65720",0.8791,0.8309,0.2242,0.2055,0.528,2018,"MO"
"65721",0.2743,0.3274,0.7561,0.6431,0.531,2018,"MO"
"65722",0.7738,0.5831,0.4808,0.119,0.41,2018,"MO"
"65723",0.764,0.5851,0.9331,0.8663,0.9154,2018,"MO"
"65724",0.5929,0.6627,0.1976,0.3245,0.3923,2018,"MO"
"65725",0.2842,0.7198,0.4838,0.0629,0.1986,2018,"MO"
"65727",0.4336,0.1357,0,0,0.0433,2018,"MO"
"65728",NA,NA,NA,NA,NA,2018,"MO"
"65729",0.7463,0.0088,0.5988,0.0531,0.1495,2018,"MO"
"65730",0,0.4425,0,0,0.0098,2018,"MO"
"65731",0.0954,0.355,0.294,0.117,0.0806,2018,"MO"
"65732",0.7561,0.5398,0.5211,0.2045,0.4553,2018,"MO"
"65733",0.9469,0.7591,0.2311,0.3294,0.6293,2018,"MO"
"65734",0.8525,0.6735,0.9803,0.6539,0.9125,2018,"MO"
"65735",0.0069,0.0403,0.5851,0.0649,0.0246,2018,"MO"
"65737",0.7699,0.5428,0.764,0.9223,0.8987,2018,"MO"
"65738",0.4159,0.6785,0.4808,0.7129,0.5949,2018,"MO"
"65739",0.4887,0.8456,0.6352,0.4444,0.5988,2018,"MO"
"65740",0.9233,0.9361,0.5418,0.7719,0.9194,2018,"MO"
"65742",0.1445,0.2006,0.7109,0.414,0.2802,2018,"MO"
"65744",0.3255,0.0914,0,0.0737,0.0551,2018,"MO"
"65745",0.8024,0.295,0.5133,0.5654,0.6205,2018,"MO"
"65746",0.8977,0.2203,0.7591,0.9853,0.9243,2018,"MO"
"65747",0.5408,0.5202,0.2616,0.5477,0.4671,2018,"MO"
"65752",0.6844,0.2321,0.1288,0.5261,0.4248,2018,"MO"
"65753",0.5438,0.3609,0.7227,0.4474,0.5339,2018,"MO"
"65754",0.1672,0.2144,0.1544,0.0944,0.058,2018,"MO"
"65755",0.2321,0.6441,0.4385,0.3854,0.3058,2018,"MO"
"65756",0.4503,0.8859,0,0.4356,0.4071,2018,"MO"
"65757",0.2291,0.1937,0.3382,0.3628,0.1967,2018,"MO"
"65759",0.8161,0.9135,0.6391,0.6175,0.8456,2018,"MO"
"65760",0.2989,0.1731,0.1288,0.3559,0.174,2018,"MO"
"65761",0.7994,0.5546,0.1613,0.1711,0.3727,2018,"MO"
"65762",0.7719,0.8279,0,0.295,0.4621,2018,"MO"
"65764",0.7158,0.8614,0.8269,0.7148,0.882,2018,"MO"
"65766",0.5556,0.176,0,0.3874,0.2557,2018,"MO"
"65767",0.5339,0.5713,0.708,0.6352,0.6844,2018,"MO"
"65768",0.9676,0.3776,0.1445,0.3805,0.5851,2018,"MO"
"65769",0.7974,0.3451,0.8958,0.5742,0.7797,2018,"MO"
"65770",0.5516,0.179,0.649,0.7109,0.6008,2018,"MO"
"65771",0.3982,0.4877,0.409,0.4946,0.411,2018,"MO"
"65772",0.7502,0.8063,0.3294,0.4582,0.6037,2018,"MO"
"65773",0.236,0.1111,0.2134,0.115,0.0688,2018,"MO"
"65774",0.8909,0.6519,0.3884,0.3923,0.6264,2018,"MO"
"65775",0.6303,0.7502,0.4169,0.9381,0.7768,2018,"MO"
"65777",0.5054,0.4936,0.5162,0.1239,0.2743,2018,"MO"
"65778",0.6637,0.8417,0.4966,0.2537,0.5113,2018,"MO"
"65779",0.591,0.7443,0.3825,0.4326,0.4916,2018,"MO"
"65781",0.1701,0.6165,0.351,0.6667,0.4012,2018,"MO"
"65783",0.2075,0.4081,0,0.1465,0.0964,2018,"MO"
"65784",0.5103,0.0452,0,0.4071,0.1839,2018,"MO"
"65785",0.8112,0.8682,0.3589,0.8279,0.8279,2018,"MO"
"65786",0.8397,0.7778,0.8004,0.59,0.8653,2018,"MO"
"65787",0.3314,0.3963,0.4769,0.0964,0.1937,2018,"MO"
"65788",0.6657,0.5447,0.3648,0.1554,0.3255,2018,"MO"
"65789",0.8181,0.6067,0.3461,0.5664,0.6588,2018,"MO"
"65790",0.8899,0.9921,0.4169,0.2832,0.7414,2018,"MO"
"65791",0.765,0.9479,0.4494,0.8417,0.8584,2018,"MO"
"65793",0.763,0.8741,0.7355,0.9567,0.9449,2018,"MO"
"65802",0.7935,0.3156,0.8427,0.9813,0.9095,2018,"MO"
"65803",0.7748,0.4346,0.821,0.9459,0.9056,2018,"MO"
"65804",0.1858,0.3363,0.7984,0.7247,0.5369,2018,"MO"
"65806",0.9489,0.1082,0.9204,0.9902,0.9508,2018,"MO"
"65807",0.5801,0.1573,0.8732,0.9056,0.762,2018,"MO"
"65809",0.0295,0.234,0.6971,0.5703,0.2852,2018,"MO"
"65810",0.0619,0.1868,0.8968,0.6853,0.4376,2018,"MO"
"59001",0.2,0.6083,0.7667,0.7028,0.6333,2018,"MT"
"59002",0.4667,0.6056,0.5222,0.4778,0.4806,2018,"MT"
"59003",0.9472,0.6028,0.9111,0.9917,0.9833,2018,"MT"
"59006",0.8278,0.6528,0.5889,0.5056,0.6667,2018,"MT"
"59007",0.2194,0.7556,0.975,0.2306,0.4972,2018,"MT"
"59008",0.3139,0.9194,0.7778,0.6667,0.7028,2018,"MT"
"59010",0.025,0.0222,0,0.0778,0.0028,2018,"MT"
"59011",0.2833,0.8194,0.4472,0.7306,0.6111,2018,"MT"
"59012",0.4306,0.1722,0.6667,0.1667,0.2389,2018,"MT"
"59013",0.0306,0.6333,0.2694,0.0667,0.075,2018,"MT"
"59014",0.3583,0.7389,0.3639,0.7333,0.5972,2018,"MT"
"59015",0.0667,0.1972,0.225,0.4194,0.1611,2018,"MT"
"59016",0.9333,0.6639,0.6972,0.7417,0.8694,2018,"MT"
"59018",0.625,0.5417,0.3778,0.5806,0.5583,2018,"MT"
"59019",0.5139,0.5111,0.825,0.85,0.8056,2018,"MT"
"59020",0.2417,0.0167,0.3389,0.2222,0.0611,2018,"MT"
"59022",0.9889,0.6611,0.9972,0.7667,0.9611,2018,"MT"
"59024",0.5611,0.5083,0.3222,0.4861,0.4583,2018,"MT"
"59025",0.3056,0.0972,0.4417,0.3306,0.1833,2018,"MT"
"59026",0.8778,0.1639,0.4833,0.1167,0.3361,2018,"MT"
"59027",0.6917,0.1056,0.4556,0.5667,0.4444,2018,"MT"
"59028",0.1583,0.3444,0.8917,0.5194,0.4861,2018,"MT"
"59029",0.7083,0.8,0.3861,0.5583,0.6306,2018,"MT"
"59030",0.4889,0.1556,0.8389,0.7194,0.6222,2018,"MT"
"59031",0.8972,0.575,0.7,0.3611,0.6528,2018,"MT"
"59032",0.5389,0.4278,0.3917,0.7556,0.6139,2018,"MT"
"59033",0.5556,0.8639,0.6278,0.475,0.5833,2018,"MT"
"59034",0.9278,0.6917,0.9833,0.9861,0.9861,2018,"MT"
"59035",0.6722,0.4111,0.6528,0.2861,0.4639,2018,"MT"
"59036",0.875,0.5694,0.7778,0.6806,0.8306,2018,"MT"
"59037",0.1889,0.4194,0.2694,0.6889,0.4389,2018,"MT"
"59038",0.4389,0.4778,0.3111,0.7583,0.575,2018,"MT"
"59039",0.7611,0.1694,0,0.2667,0.2778,2018,"MT"
"59041",0.5889,0.6722,0.75,0.6694,0.7139,2018,"MT"
"59043",0.9972,0.7583,0.7194,0.9944,0.9806,2018,"MT"
"59044",0.3639,0.7278,0.7778,0.8194,0.7722,2018,"MT"
"59046",0.6639,0.75,0.5139,0.3806,0.5528,2018,"MT"
"59047",0.3917,0.4,0.8139,0.8222,0.7389,2018,"MT"
"59050",0.9639,0.4667,0.7028,0.7111,0.8556,2018,"MT"
"59052",0.1806,0.35,0,0.225,0.1444,2018,"MT"
"59053",0.85,0.2833,0,0.6583,0.5917,2018,"MT"
"59054",0.8361,0.9306,0.1944,0.1639,0.5056,2018,"MT"
"59055",0.4861,0.2306,0,0.1111,0.1417,2018,"MT"
"59057",0.2583,0.1917,0.4139,0.05,0.0944,2018,"MT"
"59058",0.5083,0.0611,0,0.1472,0.0972,2018,"MT"
"59059",0.8306,0.1611,0.2861,0.1194,0.2806,2018,"MT"
"59061",0.4222,0.4806,0,0.4361,0.3222,2018,"MT"
"59062",0.5472,0.0139,0,0.275,0.0778,2018,"MT"
"59063",0.1611,0.4056,0.1861,0.6639,0.3972,2018,"MT"
"59064",0.7139,0.5028,0.5083,0.1389,0.3889,2018,"MT"
"59065",0.0528,0.4361,0.7111,0.4889,0.3306,2018,"MT"
"59066",0.9389,0.7861,1,0.425,0.8667,2018,"MT"
"59067",0.325,0.5222,0.2944,0.2056,0.2472,2018,"MT"
"59068",0.425,0.7056,0.8417,0.75,0.7556,2018,"MT"
"59069",0.7861,0.5667,0.5944,0.3028,0.5278,2018,"MT"
"59070",0.1833,0.625,0.7361,0.7639,0.6583,2018,"MT"
"59071",0.275,0.8556,0,0,0.1528,2018,"MT"
"59072",0.9028,0.6944,0.7333,0.9,0.925,2018,"MT"
"59074",0.2639,0.7667,0.9111,0.1778,0.4722,2018,"MT"
"59075",0.5917,0.1306,0.7056,0.4333,0.4056,2018,"MT"
"59076",0.5194,0.95,0.5139,0.0806,0.3444,2018,"MT"
"59077",0.0583,0.0944,0,0.4306,0.0917,2018,"MT"
"59078",0.7028,0.725,0,0.6,0.5694,2018,"MT"
"59079",0.4972,0.5389,0.475,0.5889,0.5361,2018,"MT"
"59081",0.0056,0.3722,0,0,0.0306,2018,"MT"
"59082",0.5722,0.0861,0,0,0.0694,2018,"MT"
"59085",0.4056,0.9917,0.9944,0,0.5472,2018,"MT"
"59086",0.525,0.2889,0.7583,0.4528,0.5083,2018,"MT"
"59087",0.2222,0.3583,0.25,0.5417,0.3278,2018,"MT"
"59088",0.6528,0.4944,0.3472,0.6361,0.5778,2018,"MT"
"59089",0.95,0.3,0.9556,0.8389,0.9333,2018,"MT"
"59101",0.7889,0.7028,0.9306,0.9972,0.9583,2018,"MT"
"59102",0.3278,0.6,0.8778,0.875,0.8139,2018,"MT"
"59105",0.3,0.5722,0.8833,0.7917,0.7417,2018,"MT"
"59106",0.1139,0.3167,0.8167,0.8361,0.6444,2018,"MT"
"59201",0.9722,0.6556,0.9389,0.9417,0.9778,2018,"MT"
"59211",0.2917,0.2083,0,0.5472,0.275,2018,"MT"
"59212",0.1111,0.4472,0.5611,0.5361,0.35,2018,"MT"
"59213",0.9083,0.7083,0.6889,0.6194,0.7944,2018,"MT"
"59214",0.0972,0.2972,0.7167,0.1528,0.2,2018,"MT"
"59215",0.2528,0.2694,0.1833,0.575,0.3194,2018,"MT"
"59217",0.2028,0.05,0,0.2278,0.0722,2018,"MT"
"59218",0.5944,0.5806,0.6222,0.9306,0.8028,2018,"MT"
"59219",0.7194,0.1278,0.6389,0.0722,0.2333,2018,"MT"
"59221",0.6778,0.6417,0.8111,0.7361,0.7917,2018,"MT"
"59222",0.1694,0.7,0.25,0.325,0.2667,2018,"MT"
"59223",0.1944,0.475,0.6333,0.0917,0.2028,2018,"MT"
"59225",0.9583,0.825,0.9917,0.6917,0.9444,2018,"MT"
"59226",0.3778,0.1111,0.9583,0.3139,0.3722,2018,"MT"
"59230",0.4472,0.6472,0.5222,0.7222,0.625,2018,"MT"
"59231",0.9361,0.25,0.6611,0,0.4306,2018,"MT"
"59240",0.1167,0.5333,0,0,0.0667,2018,"MT"
"59241",0.3611,0.125,0.3639,0.1889,0.15,2018,"MT"
"59242",0.1361,0.0528,0,0,0.0333,2018,"MT"
"59243",0.1056,0.3361,0.6472,0.45,0.3111,2018,"MT"
"59244",0.3361,0.0194,0,0,0.025,2018,"MT"
"59247",0.1194,0.4556,0.3278,0.6528,0.4028,2018,"MT"
"59248",0.5639,0.7194,0.4361,0.5556,0.5556,2018,"MT"
"59250",0.2722,0.8444,0.625,0.075,0.2833,2018,"MT"
"59252",0.0389,0.0889,0.2833,0.1611,0.0417,2018,"MT"
"59253",0.175,0.2,0.5556,0.0889,0.125,2018,"MT"
"59254",0.55,0.5778,0.85,0.8639,0.8361,2018,"MT"
"59255",0.9861,0.8611,0.6944,0.9694,0.9694,2018,"MT"
"59256",0.7222,0.075,0,0,0.1,2018,"MT"
"59257",0.1444,0.3028,0,0.1083,0.0833,2018,"MT"
"59258",0.2667,0.9472,0.2472,0.0472,0.2083,2018,"MT"
"59259",0.3083,0.5139,0.8028,0.4583,0.5222,2018,"MT"
"59260",0.4083,0.0833,0,0.0389,0.0472,2018,"MT"
"59261",0.7667,0.4083,0.2889,0.3444,0.45,2018,"MT"
"59262",0.3972,0.8028,0.5472,0.1861,0.3694,2018,"MT"
"59263",0.1528,0.8917,0.4528,0.7056,0.5667,2018,"MT"
"59270",0.3389,0.5472,0.9333,0.9722,0.8472,2018,"MT"
"59274",0.6583,0.2667,0.9694,0.2028,0.5306,2018,"MT"
"59275",0.3194,0.5056,0.3361,0.3389,0.3056,2018,"MT"
"59276",0.0278,0.0639,0,0,0.0083,2018,"MT"
"59301",0.5222,0.8806,0.8444,0.925,0.8806,2018,"MT"
"59311",0.2139,0.2722,0,0.4139,0.2056,2018,"MT"
"59312",0.0861,0.0444,0,0.2833,0.0444,2018,"MT"
"59313",0.3444,0.4917,0.4833,0.8611,0.675,2018,"MT"
"59314",0.225,0.8139,0,0.1917,0.2194,2018,"MT"
"59315",0.05,0.1222,0,0.0444,0.0167,2018,"MT"
"59317",0.3417,0.6972,0.4556,0.6056,0.5194,2018,"MT"
"59318",0.2333,0.1583,0,0.2167,0.1056,2018,"MT"
"59322",0.5361,0.025,0,0.1306,0.0583,2018,"MT"
"59323",0.4194,0.3917,0.9278,0.2194,0.4694,2018,"MT"
"59324",0.6083,0.5889,0.225,0.8556,0.6972,2018,"MT"
"59326",0.3722,0.225,0,0.2139,0.1694,2018,"MT"
"59327",0.6167,0.8694,0.475,0.9611,0.8389,2018,"MT"
"59330",0.3556,0.4028,0.5,0.9111,0.6806,2018,"MT"
"59332",0.0778,0.675,0.5333,0.7389,0.5111,2018,"MT"
"59333",0.0917,0,0,0.2944,0.0194,2018,"MT"
"59336",0.3694,0.2222,0.1917,0.3583,0.2222,2018,"MT"
"59337",0.1222,0.4583,0.175,0.6556,0.375,2018,"MT"
"59338",0.2778,0.7472,0.25,0.4472,0.3833,2018,"MT"
"59339",0.2056,0.2778,0.3556,0.5694,0.3389,2018,"MT"
"59343",0.3333,0.15,0,0.2361,0.1278,2018,"MT"
"59344",0.0889,0.3222,0.2944,0.3667,0.1917,2018,"MT"
"59347",0.3028,0.2417,0.2944,0.375,0.2611,2018,"MT"
"59349",0.6694,0.9,0.225,0.5444,0.5806,2018,"MT"
"59351",0.4944,0.0806,0,0.2417,0.1389,2018,"MT"
"59353",0.8139,0.9444,0.7972,0.7861,0.9111,2018,"MT"
"59354",0.0083,0.0389,0,0.2806,0.0222,2018,"MT"
"59401",0.8028,0.6889,0.8722,0.8722,0.9167,2018,"MT"
"59404",0.45,0.7139,0.8472,0.8972,0.8444,2018,"MT"
"59405",0.7556,0.7306,0.8944,0.9583,0.9306,2018,"MT"
"59410",0.6833,0.375,0.95,0.6111,0.7333,2018,"MT"
"59411",0.725,0.0333,0.9861,0.5611,0.5861,2018,"MT"
"59412",0.2972,0.7639,0.775,0.6417,0.6472,2018,"MT"
"59414",0.8528,0.9944,0.5722,0.4,0.7583,2018,"MT"
"59416",0.0361,0.5944,0.25,0.1972,0.1222,2018,"MT"
"59417",0.975,0.5,0.9528,1,1,2018,"MT"
"59418",0.6806,0.0417,0,0.4222,0.2361,2018,"MT"
"59419",0.125,0.5306,0.45,0.1028,0.1667,2018,"MT"
"59420",0.4139,0.4861,0.9667,0.4278,0.5889,2018,"MT"
"59421",0.6417,0.8694,0.3639,0.8,0.75,2018,"MT"
"59422",0.7528,0.8889,0.4889,0.9472,0.8722,2018,"MT"
"59424",0.0194,0.1028,0,0.0694,0.0139,2018,"MT"
"59425",0.6889,0.8056,0.7556,0.9333,0.9,2018,"MT"
"59427",0.9139,0.9361,0.9,0.8944,0.9722,2018,"MT"
"59430",0.3306,0.2278,0.9111,0.4806,0.5139,2018,"MT"
"59432",0.3889,0.4417,0.4889,0.2639,0.3083,2018,"MT"
"59433",0.6222,0.2333,0.2778,0.5389,0.4139,2018,"MT"
"59434",0.7167,0.3889,0.6722,0.7,0.7111,2018,"MT"
"59436",0.5333,0.8111,0.3472,0.7778,0.6861,2018,"MT"
"59440",0.2444,0.2056,0.275,0.1222,0.1194,2018,"MT"
"59441",0.0639,0.2944,0.3083,0.0528,0.0556,2018,"MT"
"59442",0.5417,0.6139,0.7306,0.7528,0.7306,2018,"MT"
"59443",0.15,0.2611,0,0.2056,0.1139,2018,"MT"
"59444",0.7389,0.1139,0,0.6472,0.4472,2018,"MT"
"59446",0.4333,0.4333,0.2167,0.5306,0.3944,2018,"MT"
"59447",0.3944,0.8417,0.5306,0.3694,0.4611,2018,"MT"
"59448",0.9833,0.9694,0.7111,0.6722,0.9194,2018,"MT"
"59450",0.2083,0.4611,0.2889,0.3472,0.2722,2018,"MT"
"59451",0.5528,0.0583,0.65,0.2778,0.2528,2018,"MT"
"59452",0.475,0.9611,0.225,0.1806,0.3556,2018,"MT"
"59453",0.3222,0.55,0.7472,0.1694,0.3611,2018,"MT"
"59454",0.7361,0.85,0.5917,0.2722,0.5611,2018,"MT"
"59456",0.8333,0.3639,0.3139,0.5833,0.6056,2018,"MT"
"59457",0.6194,0.7194,0.4083,0.9528,0.8,2018,"MT"
"59460",0.7417,0.3306,0,0.2611,0.3139,2018,"MT"
"59461",0,0.0694,0.6694,0,0.0278,2018,"MT"
"59462",0.7972,0.0556,0.5361,0.4417,0.4167,2018,"MT"
"59463",0.1028,0.3833,0,0.3972,0.1889,2018,"MT"
"59464",0.7056,0.7917,0.1778,0.6611,0.6694,2018,"MT"
"59465",0.6611,0.1083,0.5389,0.0417,0.175,2018,"MT"
"59466",0.0333,0.3417,0,0.1417,0.05,2018,"MT"
"59467",0.1417,0.4139,0.6361,0.3333,0.2917,2018,"MT"
"59468",0.5,0.5611,0.4556,0.6167,0.55,2018,"MT"
"59469",0.0472,0.3944,0.4083,0.1583,0.1167,2018,"MT"
"59471",0.1667,0.1444,0.25,0.4028,0.1722,2018,"MT"
"59472",0.8917,0.8667,0.4556,0.5972,0.7472,2018,"MT"
"59474",0.7333,0.7694,0.8972,0.8806,0.9222,2018,"MT"
"59477",0.2111,0.3111,0.2444,0.5167,0.3028,2018,"MT"
"59479",0.6306,0.6806,0.3389,0.675,0.6361,2018,"MT"
"59480",0.675,0.525,0.3639,0.3278,0.425,2018,"MT"
"59482",0.5694,0.65,0.9028,0.5944,0.7083,2018,"MT"
"59483",0.7444,0.8861,0.425,0.4694,0.6194,2018,"MT"
"59484",0.2694,0.1389,0.5861,0.2333,0.1944,2018,"MT"
"59485",0.5833,0.7528,0.7417,0.4167,0.5944,2018,"MT"
"59486",0.8639,0.9389,0.9722,0.7611,0.9389,2018,"MT"
"59487",0.7694,0.9333,0.9194,0.7083,0.8917,2018,"MT"
"59489",0.4278,0.2639,0.3167,0.3222,0.2694,2018,"MT"
"59501",0.8444,0.9139,0.8889,0.9222,0.95,2018,"MT"
"59520",0.5444,0.4722,0.8667,0.9556,0.85,2018,"MT"
"59521",0.9944,0.5972,0.9361,0.5861,0.9083,2018,"MT"
"59522",0.5667,0.975,0.7417,0.9361,0.8972,2018,"MT"
"59523",0.8083,0.8333,0.5083,0.9083,0.8778,2018,"MT"
"59524",0.9694,0.9889,0.6833,0.8333,0.9639,2018,"MT"
"59525",0.8111,0.7417,0.725,0.3722,0.6722,2018,"MT"
"59526",0.9917,0.9722,0.6861,0.975,0.9917,2018,"MT"
"59527",0.9528,0.9861,0.7083,0.8111,0.9472,2018,"MT"
"59528",0.5306,0.6111,0.4,0.5028,0.4778,2018,"MT"
"59529",0.4833,0.2167,0.5722,0.0639,0.1861,2018,"MT"
"59530",0.1556,1,0,0.0611,0.2583,2018,"MT"
"59531",0.0167,0.1,0,0.1806,0.0389,2018,"MT"
"59532",0.7583,0.7611,0,0.1694,0.3806,2018,"MT"
"59535",0.9222,0.2528,0.6139,0.7472,0.7806,2018,"MT"
"59537",0.0139,0.0361,0.3778,0,0.0111,2018,"MT"
"59538",0.8472,0.6167,0.5611,0.8833,0.8611,2018,"MT"
"59540",0.1722,0.4972,0.3917,0.0583,0.1306,2018,"MT"
"59542",0.65,0.2139,0,0.2111,0.225,2018,"MT"
"59544",0.8944,0.4167,0.6583,0.6833,0.7833,2018,"MT"
"59545",0.1389,0.2444,0.6639,0.0917,0.1472,2018,"MT"
"59546",0.9167,0.3806,0.6167,0.5528,0.7,2018,"MT"
"59547",0.0556,0.4639,0,0.2528,0.1111,2018,"MT"
"59601",0.4778,0.5639,0.825,0.8778,0.825,2018,"MT"
"59602",0.2611,0.6222,0.7917,0.8083,0.7194,2018,"MT"
"59631",0.7278,0.7444,0.7222,0.2556,0.5722,2018,"MT"
"59632",0.8861,0.8972,0.8861,0.9889,0.975,2018,"MT"
"59633",0.2861,0.2472,0.5667,0.3417,0.2944,2018,"MT"
"59634",0.1917,0.3278,0.3639,0.4556,0.2972,2018,"MT"
"59635",0.5861,0.7333,0.3583,0.3639,0.4556,2018,"MT"
"59636",0.1,0,0.6778,0.2944,0.0528,2018,"MT"
"59638",0.4556,0.3083,0.3306,0.6083,0.4417,2018,"MT"
"59639",0.8167,0.6861,0.5778,0.4667,0.6611,2018,"MT"
"59640",0.0417,0.275,0,0.3167,0.0889,2018,"MT"
"59642",0.4806,0.0111,0.6556,0.1028,0.0861,2018,"MT"
"59643",0.1972,0.4667,0.7778,0.3361,0.3917,2018,"MT"
"59644",0.5028,0.9056,0.7639,0.6972,0.7611,2018,"MT"
"59645",0.6667,0.5583,0.7667,0.5111,0.65,2018,"MT"
"59647",0.75,0.1167,0.6194,0.25,0.3417,2018,"MT"
"59648",0.2306,0.5278,0.1944,0.3083,0.2278,2018,"MT"
"59701",0.8222,0.7889,0.8583,0.9056,0.9361,2018,"MT"
"59703",0.0111,0.0278,0,0.1,0.0056,2018,"MT"
"59710",0.5778,0.5444,0.3389,0.1278,0.2889,2018,"MT"
"59711",0.7639,0.9028,0.8083,0.95,0.9278,2018,"MT"
"59713",0.7917,0.1472,0.1806,0.5083,0.4222,2018,"MT"
