"GEOID","RPL_theme1","RPL_theme2","RPL_theme3","RPL_theme4","RPL_themes","year","state"
"33865",0.6793,0.0688,0.7474,0.2413,0.4476,2018,"FL"
"33867",0.5776,0.461,0.384,0.1509,0.3542,2018,"FL"
"33868",0.6639,0.691,0.5195,0.6776,0.7023,2018,"FL"
"33870",0.9106,0.8357,0.6971,0.9209,0.9405,2018,"FL"
"33872",0.518,0.7659,0.4086,0.6006,0.6068,2018,"FL"
"33873",0.8633,0.8183,0.7916,0.9271,0.9384,2018,"FL"
"33875",0.3094,0.5339,0.3183,0.116,0.1848,2018,"FL"
"33876",0.3834,0.6263,0.0821,0.4117,0.2967,2018,"FL"
"33877",0.8428,1,0.2392,0,0.4795,2018,"FL"
"33880",0.776,0.8984,0.8029,0.5123,0.8152,2018,"FL"
"33881",0.889,0.9805,0.7033,0.7485,0.9312,2018,"FL"
"33884",0.3535,0.8542,0.5144,0.5359,0.5483,2018,"FL"
"33890",0.89,0.5729,0.7279,0.5195,0.7916,2018,"FL"
"33896",0.3268,0.2669,0.7156,0.1016,0.2423,2018,"FL"
"33897",0.5622,0.617,0.7803,0.3244,0.5945,2018,"FL"
"33898",0.8129,0.7854,0.5041,0.652,0.7628,2018,"FL"
"33901",0.6835,0.654,0.7485,0.8747,0.8214,2018,"FL"
"33903",0.7307,0.6561,0.4117,0.6222,0.6869,2018,"FL"
"33904",0.3741,0.384,0.5185,0.4517,0.4097,2018,"FL"
"33905",0.7955,0.3747,0.7813,0.9199,0.8532,2018,"FL"
"33907",0.6444,0.808,0.7906,0.8973,0.8511,2018,"FL"
"33908",0.2343,0.3347,0.3357,0.8142,0.4322,2018,"FL"
"33909",0.6434,0.5667,0.6797,0.1099,0.4713,2018,"FL"
"33912",0.0452,0.2002,0.3039,0.4343,0.1437,2018,"FL"
"33913",0.1192,0.1088,0.4425,0.3388,0.1468,2018,"FL"
"33914",0.1932,0.3111,0.5462,0.0719,0.1294,2018,"FL"
"33916",0.8613,0.6858,0.8932,0.9066,0.9353,2018,"FL"
"33917",0.5735,0.7115,0.2238,0.54,0.5524,2018,"FL"
"33919",0.1912,0.5205,0.229,0.3101,0.2033,2018,"FL"
"33920",0.2251,0.5308,0.5092,0.5493,0.4004,2018,"FL"
"33921",0.0606,0.076,0.6417,0.3265,0.1417,2018,"FL"
"33922",0.4645,0.5975,0.3101,0.268,0.3604,2018,"FL"
"33924",0.6742,0.037,0.8275,0.3429,0.4825,2018,"FL"
"33928",0.0987,0.3193,0.3439,0.3214,0.155,2018,"FL"
"33930",0.63,0.8963,0.9127,0.0503,0.5852,2018,"FL"
"33931",0.1757,0.3963,0.1478,0.7033,0.3029,2018,"FL"
"33935",0.9209,0.8943,0.8634,0.9425,0.9754,2018,"FL"
"33936",0.8931,0.9281,0.8583,0.5246,0.8943,2018,"FL"
"33944",0.1788,0.2012,0,0.0595,0.0257,2018,"FL"
"33945",NA,NA,NA,NA,NA,2018,"FL"
"33946",0.0236,0.3244,0.0842,0.1407,0.0441,2018,"FL"
"33947",0.2888,0.5257,0.2033,0.0893,0.1386,2018,"FL"
"33948",0.5283,0.7382,0.3696,0.5595,0.5914,2018,"FL"
"33950",0.3515,0.5144,0.1776,0.5103,0.3439,2018,"FL"
"33952",0.6773,0.7423,0.5318,0.5411,0.6858,2018,"FL"
"33953",0.4162,0.4846,0.2628,0.1263,0.2218,2018,"FL"
"33954",0.3464,0.5708,0.4682,0.3891,0.383,2018,"FL"
"33955",0.407,0.3121,0.269,0.5862,0.4055,2018,"FL"
"33956",0.3659,0.4856,0.0175,0.0657,0.1006,2018,"FL"
"33957",0.037,0.0719,0.0698,0.4476,0.0657,2018,"FL"
"33960",0.408,0.2618,0.1715,0.0359,0.1109,2018,"FL"
"33965",0.4861,0.0144,0.3778,0.0524,0.0647,2018,"FL"
"33966",0.0339,0.5719,0.4723,0.2485,0.1622,2018,"FL"
"33967",0.4502,0.0873,0.6366,0.3029,0.3316,2018,"FL"
"33971",0.8047,0.6674,0.8624,0.3275,0.731,2018,"FL"
"33972",0.7091,0.848,0.7423,0.2536,0.6674,2018,"FL"
"33973",0.9681,0.6099,0.923,0.1119,0.7433,2018,"FL"
"33974",0.8602,0.6899,0.8573,0.2218,0.7228,2018,"FL"
"33976",0.7533,0.6253,0.9055,0.1612,0.6427,2018,"FL"
"33980",0.5303,0.7464,0.3111,0.8306,0.6704,2018,"FL"
"33981",0.3638,0.7012,0.0678,0.1057,0.1735,2018,"FL"
"33982",0.6865,0.8665,0.1211,0.806,0.7156,2018,"FL"
"33983",0.3679,0.8439,0.463,0.1725,0.3522,2018,"FL"
"33990",0.6043,0.4097,0.6622,0.3819,0.5626,2018,"FL"
"33991",0.2446,0.6643,0.5298,0.2587,0.2988,2018,"FL"
"33993",0.517,0.6047,0.6283,0.2464,0.4733,2018,"FL"
"34101",NA,NA,NA,NA,NA,2018,"FL"
"34102",0.1819,0.193,0.4815,0.6735,0.3357,2018,"FL"
"34103",0.11,0.1889,0.4867,0.4949,0.2382,2018,"FL"
"34104",0.3484,0.4713,0.7361,0.6622,0.578,2018,"FL"
"34105",0.0329,0.3172,0.346,0.3624,0.1407,2018,"FL"
"34108",0.0257,0.2803,0.3511,0.2772,0.1088,2018,"FL"
"34109",0.0627,0.6612,0.616,0.4908,0.3275,2018,"FL"
"34110",0.0843,0.4168,0.3737,0.6694,0.3039,2018,"FL"
"34112",0.3433,0.3542,0.7094,0.9322,0.654,2018,"FL"
"34113",0.4656,0.3573,0.8388,0.886,0.732,2018,"FL"
"34114",0.3073,0.4425,0.732,0.77,0.5934,2018,"FL"
"34116",0.816,0.4641,0.9487,0.6273,0.8183,2018,"FL"
"34117",0.2713,0.0626,0.7998,0.0955,0.1694,2018,"FL"
"34119",0.0596,0.2721,0.4281,0.2382,0.1222,2018,"FL"
"34120",0.2569,0.4363,0.6776,0.1068,0.2413,2018,"FL"
"34134",0.0832,0.3162,0.0862,0.23,0.077,2018,"FL"
"34135",0.4142,0.2433,0.7505,0.501,0.5195,2018,"FL"
"34137",0.1922,0.0513,0,0.0616,0.0123,2018,"FL"
"34138",0.1542,0.0441,0,0.1992,0.0226,2018,"FL"
"34139",0.6475,0.1817,0.0903,0.7495,0.5175,2018,"FL"
"34140",0.1706,0.771,0,0.2146,0.1345,2018,"FL"
"34141",0.369,0.0483,0.2936,0.3142,0.1643,2018,"FL"
"34142",0.9938,0.5123,0.9723,0.9979,0.9938,2018,"FL"
"34145",0.1326,0.191,0.4025,0.1756,0.115,2018,"FL"
"34201",0.0092,0.0811,0.039,0.0216,0.0072,2018,"FL"
"34202",0.0524,0.2834,0.2382,0.077,0.0483,2018,"FL"
"34203",0.5786,0.8532,0.7074,0.6889,0.7423,2018,"FL"
"34205",0.7975,0.9405,0.6725,0.9466,0.9302,2018,"FL"
"34207",0.8325,0.8758,0.6786,0.9086,0.9097,2018,"FL"
"34208",0.7503,0.8563,0.809,0.8234,0.8799,2018,"FL"
"34209",0.297,0.5267,0.1047,0.5821,0.3214,2018,"FL"
"34210",0.3556,0.5749,0.5051,0.6591,0.5246,2018,"FL"
"34211",0.0123,0.0965,0.3131,0.0832,0.0216,2018,"FL"
"34212",0.0904,0.308,0.3963,0.1253,0.1027,2018,"FL"
"34215",0.3443,0.0934,0.0329,0.3501,0.1355,2018,"FL"
"34216",0.2724,0.1211,0.0359,0.0647,0.037,2018,"FL"
"34217",0.075,0.1735,0.0308,0.3193,0.0678,2018,"FL"
"34219",0.1141,0.1869,0.2074,0.0934,0.0554,2018,"FL"
"34221",0.5755,0.6571,0.6057,0.7957,0.7207,2018,"FL"
"34222",0.3453,0.4209,0.3614,0.4158,0.3306,2018,"FL"
"34223",0.3381,0.4456,0.1273,0.3809,0.2618,2018,"FL"
"34224",0.4347,0.5349,0.3604,0.5421,0.4867,2018,"FL"
"34228",0.0062,0.2382,0.0688,0.2074,0.0359,2018,"FL"
"34229",0.0206,0.4333,0.1571,0.1632,0.0667,2018,"FL"
"34231",0.2898,0.4179,0.3337,0.5678,0.3655,2018,"FL"
"34232",0.1973,0.5195,0.4538,0.5031,0.3511,2018,"FL"
"34233",0.1809,0.5739,0.2043,0.5072,0.2772,2018,"FL"
"34234",0.8664,0.8121,0.7402,0.9179,0.9292,2018,"FL"
"34235",0.1418,0.422,0.5513,0.3799,0.2649,2018,"FL"
"34236",0.2076,0.4733,0.3943,0.845,0.4836,2018,"FL"
"34237",0.5817,0.309,0.7762,0.9261,0.7649,2018,"FL"
"34238",0.1202,0.3368,0.114,0.4466,0.1663,2018,"FL"
"34239",0.3165,0.1756,0.3717,0.4733,0.2895,2018,"FL"
"34240",0.0534,0.348,0.1509,0.0493,0.0339,2018,"FL"
"34241",0.036,0.2197,0.1314,0.1201,0.0421,2018,"FL"
"34242",0.0113,0.153,0.0708,0.0873,0.0144,2018,"FL"
"34243",0.2456,0.424,0.4199,0.5298,0.3583,2018,"FL"
"34251",0.1994,0.0554,0.2166,0.309,0.1047,2018,"FL"
"34266",0.8808,0.7444,0.8296,0.9292,0.9415,2018,"FL"
"34268",0.4882,0.6745,0.5339,0,0.1591,2018,"FL"
"34269",0.2826,0.4394,0.1396,0.3573,0.2228,2018,"FL"
"34275",0.2179,0.1489,0.0893,0.1376,0.0708,2018,"FL"
"34285",0.222,0.4517,0.155,0.7741,0.3717,2018,"FL"
"34286",0.2847,0.7023,0.307,0.0246,0.1304,2018,"FL"
"34287",0.3227,0.7125,0.46,0.691,0.539,2018,"FL"
"34288",0.3792,0.5133,0.3419,0.1735,0.2567,2018,"FL"
"34289",0.0483,0.8799,0.194,0.0421,0.0811,2018,"FL"
"34291",0.2693,0.8029,0.617,0.0267,0.2094,2018,"FL"
"34292",0.0956,0.4836,0.0852,0.5544,0.2012,2018,"FL"
"34293",0.2035,0.4086,0.1417,0.2156,0.1396,2018,"FL"
"34420",0.7122,0.7977,0.3645,0.5051,0.6612,2018,"FL"
"34428",0.704,0.884,0.1068,0.4897,0.6068,2018,"FL"
"34429",0.3628,0.6499,0.1632,0.7331,0.4661,2018,"FL"
"34431",0.7318,0.9435,0.1838,0.2823,0.5883,2018,"FL"
"34432",0.7338,0.8655,0.2064,0.5965,0.6807,2018,"FL"
"34433",0.5098,0.5637,0.2864,0.1509,0.3111,2018,"FL"
"34434",0.6238,0.886,0.2361,0.0924,0.3994,2018,"FL"
"34436",0.7842,0.9127,0.1561,0.7598,0.7495,2018,"FL"
"34442",0.5242,0.4107,0.1427,0.4559,0.4076,2018,"FL"
"34445",NA,NA,NA,NA,NA,2018,"FL"
"34446",0.6824,0.7105,0.152,0.2608,0.4517,2018,"FL"
"34448",0.6516,0.8326,0.1283,0.8429,0.6971,2018,"FL"
"34449",0.9178,0.5903,0.0749,0.7444,0.7218,2018,"FL"
"34450",0.4543,0.8398,0.1489,0.6848,0.5606,2018,"FL"
"34452",0.7698,0.576,0.1745,0.6119,0.6263,2018,"FL"
"34453",0.8088,0.8747,0.2906,0.6027,0.7279,2018,"FL"
"34461",0.7009,0.5092,0.1376,0.7136,0.6119,2018,"FL"
"34465",0.7348,0.8912,0.2577,0.1222,0.4979,2018,"FL"
"34470",0.7749,0.8881,0.424,0.8183,0.8142,2018,"FL"
"34471",0.4676,0.8429,0.2526,0.578,0.5616,2018,"FL"
"34472",0.8479,0.9682,0.5749,0.4261,0.7936,2018,"FL"
"34473",0.5971,0.9507,0.6766,0.0349,0.4959,2018,"FL"
"34474",0.6105,0.8789,0.6591,0.9702,0.8604,2018,"FL"
"34475",0.9671,0.9661,0.578,0.9846,0.9825,2018,"FL"
"34476",0.4306,0.6109,0.4066,0.1027,0.2741,2018,"FL"
"34479",0.7133,0.9312,0.2002,0.4938,0.6622,2018,"FL"
"34480",0.5848,0.3224,0.3522,0.3676,0.4292,2018,"FL"
"34481",0.5015,0.5862,0.2556,0.1335,0.2844,2018,"FL"
"34482",0.9116,0.5452,0.5832,0.615,0.7906,2018,"FL"
"34484",0.3998,0.96,0.0411,0.4928,0.4538,2018,"FL"
"34488",0.8715,0.9877,0.2197,0.4846,0.7649,2018,"FL"
"34491",0.4892,0.5503,0.2495,0.2556,0.3368,2018,"FL"
"34498",0.6701,0.8819,0.0257,0.4251,0.5287,2018,"FL"
"34601",0.7523,0.9158,0.1879,0.7834,0.7567,2018,"FL"
"34602",0.5982,0.8008,0.2248,0.2834,0.461,2018,"FL"
"34604",0.5365,0.54,0.1786,0.6756,0.5411,2018,"FL"
"34606",0.6136,0.9014,0.3747,0.2762,0.5575,2018,"FL"
"34607",0.5046,0.499,0.2598,0.1622,0.2916,2018,"FL"
"34608",0.7441,0.8645,0.4374,0.4507,0.6899,2018,"FL"
"34609",0.5725,0.9425,0.4651,0.154,0.5205,2018,"FL"
"34610",0.8551,0.4949,0.2012,0.5719,0.6489,2018,"FL"
"34613",0.6187,0.6725,0.3378,0.2033,0.4333,2018,"FL"
"34614",0.6002,0.5082,0.1181,0.0308,0.2002,2018,"FL"
"34637",0.4337,0.2864,0.2146,0.5534,0.3881,2018,"FL"
"34638",0.1069,0.3593,0.5821,0.1602,0.154,2018,"FL"
"34639",0.1644,0.3809,0.4825,0.2649,0.2084,2018,"FL"
"34652",0.5632,0.8501,0.4189,0.6725,0.6704,2018,"FL"
"34653",0.7708,0.9363,0.345,0.8583,0.8244,2018,"FL"
"34654",0.5694,0.9076,0.1828,0.2567,0.4641,2018,"FL"
"34655",0.1501,0.4138,0.2228,0.2474,0.1427,2018,"FL"
"34661",0.6465,0.9979,0,0.0606,0.4127,2018,"FL"
"34667",0.6927,0.8152,0.1694,0.769,0.6961,2018,"FL"
"34668",0.814,0.9322,0.4117,0.6499,0.7947,2018,"FL"
"34669",0.6814,0.7341,0.1869,0.4179,0.5513,2018,"FL"
"34677",0.2549,0.2916,0.3552,0.3737,0.2515,2018,"FL"
"34679",0.3237,0.6366,0,0,0.0236,2018,"FL"
"34681",0.1881,0.0534,0.0483,0.0205,0.0082,2018,"FL"
"34683",0.186,0.3583,0.2793,0.3172,0.1879,2018,"FL"
"34684",0.1572,0.5698,0.2854,0.7074,0.3624,2018,"FL"
"34685",0.1048,0.2495,0.2669,0.0749,0.0565,2018,"FL"
"34688",0.2158,0.3296,0.1684,0.4836,0.231,2018,"FL"
"34689",0.5355,0.9415,0.383,0.7772,0.7259,2018,"FL"
"34690",0.7688,0.8768,0.501,0.576,0.7526,2018,"FL"
"34691",0.7235,0.8511,0.499,0.4979,0.7084,2018,"FL"
"34695",0.0997,0.4025,0.1971,0.3563,0.153,2018,"FL"
"34698",0.333,0.4189,0.306,0.7515,0.463,2018,"FL"
"34705",0.593,0.3634,0.5524,0.4138,0.5226,2018,"FL"
"34711",0.3577,0.6663,0.5441,0.3912,0.4343,2018,"FL"
"34714",0.5087,0.7936,0.73,0.4856,0.6591,2018,"FL"
"34715",0.4779,0.4528,0.5606,0.3121,0.4405,2018,"FL"
"34731",0.482,0.7207,0.1355,0.2228,0.3224,2018,"FL"
"34734",0.224,0.6345,0.7002,0.1324,0.27,2018,"FL"
"34736",0.665,0.6766,0.5791,0.4107,0.6201,2018,"FL"
"34737",0.371,0.462,0.3932,0.1232,0.2259,2018,"FL"
"34739",0.9753,0.999,0.1807,0.1858,0.7813,2018,"FL"
"34741",0.8458,0.848,0.9384,0.9405,0.9548,2018,"FL"
"34743",0.8695,0.6396,0.9466,0.192,0.729,2018,"FL"
"34744",0.6084,0.7772,0.8706,0.7023,0.7977,2018,"FL"
"34746",0.557,0.7782,0.8737,0.5092,0.7238,2018,"FL"
"34747",0.2045,0.0678,0.6653,0.1109,0.1253,2018,"FL"
"34748",0.705,0.8522,0.5113,0.8121,0.7998,2018,"FL"
"34753",0.8304,0.9189,0.8532,0.499,0.848,2018,"FL"
"34756",0.3597,0.1027,0.537,0.1715,0.1992,2018,"FL"
"34758",0.7246,0.9086,0.9292,0.3347,0.7762,2018,"FL"
"34759",0.7934,0.963,0.922,0.115,0.7351,2018,"FL"
"34760",0.4512,0.7413,0.3727,0.2361,0.3963,2018,"FL"
"34761",0.5026,0.5472,0.8049,0.5503,0.6478,2018,"FL"
"34762",0.2929,0.2084,0.0606,0.0298,0.0503,2018,"FL"
"34769",0.7492,0.8871,0.7341,0.8244,0.8747,2018,"FL"
"34771",0.332,0.2762,0.6499,0.2351,0.2906,2018,"FL"
"34772",0.481,0.2936,0.7382,0.3296,0.4856,2018,"FL"
"34773",0.5324,0.7752,0.0986,0.1283,0.2936,2018,"FL"
"34785",0.335,0.2361,0.5287,0.5257,0.3912,2018,"FL"
"34786",0.0853,0.1807,0.6612,0.0637,0.0903,2018,"FL"
"34787",0.2744,0.2413,0.7587,0.4148,0.3819,2018,"FL"
"34788",0.5529,0.7587,0.0955,0.4035,0.4435,2018,"FL"
"34797",0.1089,0.6386,0.6324,0.2546,0.2536,2018,"FL"
"34945",0.7831,0.2136,0.4692,0.654,0.6499,2018,"FL"
"34946",0.9404,0.8368,0.6694,0.8337,0.9261,2018,"FL"
"34947",0.926,0.9025,0.8511,0.8563,0.962,2018,"FL"
"34949",0.147,0.2977,0.1386,0.3717,0.1489,2018,"FL"
"34950",0.9743,0.8696,0.9097,0.8655,0.9774,2018,"FL"
"34951",0.6362,0.501,0.309,0.3768,0.4887,2018,"FL"
"34952",0.5457,0.6304,0.4528,0.6304,0.6099,2018,"FL"
"34953",0.5488,0.4825,0.7885,0.1561,0.4877,2018,"FL"
"34956",0.9897,0.807,0.9394,0.9805,0.9918,2018,"FL"
"34957",0.3392,0.5246,0.1345,0.6366,0.3789,2018,"FL"
"34972",0.9548,0.7649,0.8193,0.8922,0.9538,2018,"FL"
"34974",0.7061,0.846,0.4476,0.5298,0.6992,2018,"FL"
"34981",0.7225,0.9795,0.5873,0.73,0.8326,2018,"FL"
"34982",0.8376,0.9394,0.731,0.694,0.8809,2018,"FL"
"34983",0.5159,0.6786,0.6407,0.2782,0.5236,2018,"FL"
"34984",0.4933,0.4004,0.7033,0.116,0.3768,2018,"FL"
"34986",0.3248,0.9836,0.4867,0.3111,0.5031,2018,"FL"
"34987",0.073,0.2659,0.4117,0.0472,0.0637,2018,"FL"
"34990",0.0812,0.2556,0.1078,0.1828,0.0688,2018,"FL"
"34994",0.4851,0.6294,0.6037,0.9579,0.7474,2018,"FL"
"34996",0.0216,0.2988,0.1437,0.3203,0.0934,2018,"FL"
"34997",0.3402,0.5318,0.576,0.6129,0.5082,2018,"FL"
"30002",0.1283,0.2,0.7614,0.6262,0.3766,2018,"GA"
"30004",0.0179,0.1503,0.7062,0.2124,0.1034,2018,"GA"
"30005",0.0428,0.1214,0.8345,0.3683,0.1779,2018,"GA"
"30008",0.6648,0.5641,0.9876,0.9724,0.9269,2018,"GA"
"30009",0.1062,0.2359,0.68,0.5545,0.3117,2018,"GA"
"30011",0.4207,0.229,0.6993,0.2138,0.3393,2018,"GA"
"30012",0.7421,0.7269,0.9476,0.9407,0.9352,2018,"GA"
"30013",0.2703,0.1352,0.9255,0.3103,0.3421,2018,"GA"
"30014",0.5641,0.8786,0.571,0.7503,0.749,2018,"GA"
"30016",0.4841,0.5931,0.7986,0.4028,0.5834,2018,"GA"
"30017",0.0731,0.309,0.7131,0.2524,0.1945,2018,"GA"
"30019",0.1007,0.1393,0.7476,0.1062,0.0966,2018,"GA"
"30021",0.9903,0.4593,0.9986,0.8869,0.9862,2018,"GA"
"30022",0.0386,0.1131,0.8028,0.3476,0.1545,2018,"GA"
"30024",0.0303,0.109,0.8552,0.131,0.0869,2018,"GA"
"30025",0.1476,0.269,0.44,0.1186,0.1145,2018,"GA"
"30028",0.0993,0.1834,0.4234,0.1324,0.0772,2018,"GA"
"30030",0.1145,0.331,0.6262,0.811,0.4566,2018,"GA"
"30032",0.8083,0.4469,0.8069,0.9241,0.8814,2018,"GA"
"30033",0.0869,0.0469,0.8097,0.6483,0.251,2018,"GA"
"30034",0.4538,0.7324,0.7834,0.7131,0.7034,2018,"GA"
"30035",0.5917,0.3628,0.9062,0.6855,0.7021,2018,"GA"
"30038",0.4262,0.5655,0.7531,0.5228,0.5848,2018,"GA"
"30039",0.2331,0.52,0.9586,0.4124,0.4979,2018,"GA"
"30040",0.0607,0.1972,0.6441,0.3931,0.1917,2018,"GA"
"30041",0.0524,0.1697,0.5628,0.1572,0.0841,2018,"GA"
"30043",0.1876,0.2138,0.9434,0.5683,0.4552,2018,"GA"
"30044",0.3366,0.349,0.9834,0.6083,0.6262,2018,"GA"
"30045",0.1421,0.2731,0.9448,0.1076,0.1959,2018,"GA"
"30046",0.509,0.4814,0.9738,0.7283,0.7503,2018,"GA"
"30047",0.2483,0.2207,0.9517,0.4924,0.4648,2018,"GA"
"30052",0.1986,0.4607,0.6897,0.3131,0.3324,2018,"GA"
"30054",0.4607,0.7669,0.4317,0.7545,0.6552,2018,"GA"
"30055",0.1228,0.7903,0.0579,0.1297,0.1021,2018,"GA"
"30056",0.5821,0.3903,0.3117,0.5145,0.4952,2018,"GA"
"30058",0.4359,0.5959,0.8207,0.6814,0.6662,2018,"GA"
"30060",0.7931,0.4897,0.9821,0.9821,0.9545,2018,"GA"
"30062",0.0441,0.2703,0.6924,0.2966,0.1683,2018,"GA"
"30064",0.069,0.3503,0.6248,0.3986,0.2386,2018,"GA"
"30066",0.0593,0.0897,0.6455,0.2731,0.1159,2018,"GA"
"30067",0.1738,0.1338,0.9034,0.5752,0.389,2018,"GA"
"30068",0.0455,0.1862,0.5434,0.2221,0.1048,2018,"GA"
"30070",0.8938,0.9614,0.1559,0.3503,0.669,2018,"GA"
"30071",0.7393,0.1821,0.9945,0.5476,0.7048,2018,"GA"
"30072",0.0234,0.0814,0.1407,0.0621,0.0152,2018,"GA"
"30075",0.0221,0.1434,0.5007,0.36,0.1186,2018,"GA"
"30076",0.1034,0.2717,0.8938,0.6772,0.4414,2018,"GA"
"30078",0.1021,0.3228,0.9352,0.4303,0.3655,2018,"GA"
"30079",0.3462,0.1228,0.8897,0.3517,0.3834,2018,"GA"
"30080",0.0897,0.069,0.9297,0.5379,0.2676,2018,"GA"
"30082",0.1752,0.1572,0.9103,0.4069,0.3352,2018,"GA"
"30083",0.8124,0.4497,0.9848,0.8014,0.8952,2018,"GA"
"30084",0.2607,0.0828,0.9545,0.7421,0.4993,2018,"GA"
"30087",0.251,0.4303,0.9145,0.4455,0.4814,2018,"GA"
"30088",0.6359,0.5214,0.8924,0.6469,0.7297,2018,"GA"
"30092",0.0979,0.0717,0.8938,0.3779,0.2083,2018,"GA"
"30093",0.7752,0.4428,0.9972,0.6993,0.8524,2018,"GA"
"30094",0.2193,0.5379,0.8248,0.269,0.3779,2018,"GA"
"30096",0.2097,0.1945,0.9779,0.6552,0.5324,2018,"GA"
"30097",0.1048,0.0855,0.9517,0.2317,0.1793,2018,"GA"
"30101",0.1117,0.171,0.5669,0.1393,0.1062,2018,"GA"
"30102",0.1972,0.1283,0.7076,0.3821,0.2621,2018,"GA"
"30103",0.3407,0.3297,0.2662,0.5338,0.3697,2018,"GA"
"30104",0.3931,0.1448,0.0497,0.2579,0.1421,2018,"GA"
"30105",0.2966,0.2028,0.0303,0.0179,0.0386,2018,"GA"
"30106",0.2993,0.5683,0.9283,0.6676,0.6317,2018,"GA"
"30107",0.1297,0.1586,0.1669,0.1172,0.0524,2018,"GA"
"30108",0.7255,0.589,0.2014,0.429,0.5421,2018,"GA"
"30110",0.2469,0.7917,0.0841,0.5862,0.3752,2018,"GA"
"30113",0.5476,0.9876,0.3572,0.6014,0.7159,2018,"GA"
"30114",0.2,0.429,0.7131,0.7338,0.5131,2018,"GA"
"30115",0.0648,0.2014,0.2786,0.3614,0.1269,2018,"GA"
"30116",0.3186,0.3931,0.4897,0.5172,0.4248,2018,"GA"
"30117",0.6497,0.3862,0.7697,0.8745,0.7766,2018,"GA"
"30118",0.4786,0.0069,0.4648,0.0772,0.0566,2018,"GA"
"30120",0.4,0.5628,0.6345,0.6883,0.6152,2018,"GA"
"30121",0.3255,0.3283,0.6414,0.7393,0.5476,2018,"GA"
"30122",0.389,0.28,0.9228,0.6303,0.6028,2018,"GA"
"30124",0.4883,0.6414,0.0717,0.4345,0.3876,2018,"GA"
"30125",0.6276,0.7145,0.811,0.8041,0.8152,2018,"GA"
"30126",0.1572,0.2055,0.9559,0.4538,0.3903,2018,"GA"
"30127",0.149,0.1738,0.851,0.1834,0.1931,2018,"GA"
"30132",0.1641,0.3834,0.4607,0.5724,0.349,2018,"GA"
"30134",0.4993,0.5986,0.7931,0.669,0.6772,2018,"GA"
"30135",0.2262,0.4345,0.811,0.389,0.4152,2018,"GA"
"30137",0.3945,0.8386,0.6814,0.1586,0.44,2018,"GA"
"30139",0.6372,0.3531,0.0621,0.5007,0.4138,2018,"GA"
"30141",0.1903,0.1034,0.5145,0.2772,0.1517,2018,"GA"
"30143",0.2248,0.3145,0.2014,0.5917,0.3021,2018,"GA"
"30144",0.1186,0.0386,0.7655,0.6621,0.2524,2018,"GA"
"30145",0.1834,0.3738,0.0745,0.12,0.0676,2018,"GA"
"30147",0.4966,0.5738,0.069,0.24,0.2745,2018,"GA"
"30148",0.3421,0.0745,0.0814,0.5945,0.2124,2018,"GA"
"30149",0.2359,0.0193,0.1103,0.0745,0.0138,2018,"GA"
"30152",0.0938,0.1614,0.7007,0.3876,0.2152,2018,"GA"
"30153",0.5214,0.7876,0.1228,0.3214,0.4179,2018,"GA"
"30157",0.1324,0.4634,0.2979,0.171,0.1352,2018,"GA"
"30161",0.5862,0.8,0.5972,0.8166,0.7793,2018,"GA"
"30164",NA,NA,NA,NA,NA,2018,"GA"
"30165",0.5076,0.6221,0.7972,0.8538,0.7724,2018,"GA"
"30168",0.6979,0.5586,0.9862,0.8607,0.9007,2018,"GA"
"30170",0.491,0.8097,0.1917,0.16,0.3448,2018,"GA"
"30171",0.2152,0.3517,0.029,0.0331,0.051,2018,"GA"
"30173",0.5517,0.5917,0.1945,0.2,0.3407,2018,"GA"
"30175",0.349,0.7366,0.2083,0.4152,0.3931,2018,"GA"
"30176",0.5793,0.8924,0.0262,0.6069,0.5641,2018,"GA"
"30177",0.109,0.9145,0.1462,0.0138,0.0717,2018,"GA"
"30178",0.2855,0.6593,0.4359,0.4138,0.4124,2018,"GA"
"30179",0.3834,0.1159,0.331,0.2152,0.1903,2018,"GA"
"30180",0.3076,0.7034,0.469,0.2869,0.3807,2018,"GA"
"30182",0.6441,0.4083,0.48,0.3945,0.5117,2018,"GA"
"30183",0.2166,0.1021,0.2593,0.1821,0.0938,2018,"GA"
"30184",0.2414,0.5007,0.3021,0.1531,0.1738,2018,"GA"
"30185",0.6841,0.5945,0.0331,0.1903,0.3172,2018,"GA"
"30187",0.1352,0.6152,0.1214,0.0262,0.0593,2018,"GA"
"30188",0.0759,0.1779,0.5793,0.3255,0.1572,2018,"GA"
"30189",0.0469,0.1048,0.5034,0.2372,0.08,2018,"GA"
"30204",0.8014,0.1752,0.4414,0.6828,0.6345,2018,"GA"
"30205",0.0166,0.2883,0.0593,0.1628,0.0317,2018,"GA"
"30206",0.309,0.149,0.0869,0.1669,0.091,2018,"GA"
"30213",0.3034,0.7048,0.9159,0.5779,0.6234,2018,"GA"
"30214",0.1793,0.2524,0.9021,0.3697,0.3572,2018,"GA"
"30215",0.0552,0.2372,0.5048,0.0676,0.0634,2018,"GA"
"30216",0.9572,0.9393,0.6097,0.0469,0.651,2018,"GA"
"30217",0.64,0.7062,0.2538,0.8234,0.6869,2018,"GA"
"30218",0.6248,0.9062,0.291,0.149,0.4579,2018,"GA"
"30220",0.4193,0.451,0.4331,0.1559,0.2841,2018,"GA"
"30222",0.8193,0.9766,0.5614,0.6441,0.8593,2018,"GA"
"30223",0.7848,0.9255,0.6069,0.7807,0.8745,2018,"GA"
